lat,lon,population
-89.0,-179.0,0.0
-89.0,-177.0,0.0
-89.0,-175.0,0.0
-89.0,-173.0,0.0
-89.0,-171.0,0.0
-89.0,-169.0,0.0
-89.0,-167.0,0.0
-89.0,-165.0,0.0
-89.0,-163.0,0.0
-89.0,-161.0,0.0
-89.0,-159.0,0.0
-89.0,-157.0,0.0
-89.0,-155.0,0.0
-89.0,-153.0,0.0
-89.0,-151.0,0.0
-89.0,-149.0,0.0
-89.0,-147.0,0.0
-89.0,-145.0,0.0
-89.0,-143.0,0.0
-89.0,-141.0,0.0
-89.0,-139.0,0.0
-89.0,-137.0,0.0
-89.0,-135.0,0.0
-89.0,-133.0,0.0
-89.0,-131.0,0.0
-89.0,-129.0,0.0
-89.0,-127.0,0.0
-89.0,-125.0,0.0
-89.0,-123.0,0.0
-89.0,-121.0,0.0
-89.0,-119.0,0.0
-89.0,-117.0,0.0
-89.0,-115.0,0.0
-89.0,-113.0,0.0
-89.0,-111.0,0.0
-89.0,-109.0,0.0
-89.0,-107.0,0.0
-89.0,-105.0,0.0
-89.0,-103.0,0.0
-89.0,-101.0,0.0
-89.0,-99.0,0.0
-89.0,-97.0,0.0
-89.0,-95.0,0.0
-89.0,-93.0,0.0
-89.0,-91.0,0.0
-89.0,-89.0,0.0
-89.0,-87.0,0.0
-89.0,-85.0,0.0
-89.0,-83.0,0.0
-89.0,-81.0,0.0
-89.0,-79.0,0.0
-89.0,-77.0,0.0
-89.0,-75.0,0.0
-89.0,-73.0,0.0
-89.0,-71.0,0.0
-89.0,-69.0,0.0
-89.0,-67.0,0.0
-89.0,-65.0,0.0
-89.0,-63.0,0.0
-89.0,-61.0,0.0
-89.0,-59.0,0.0
-89.0,-57.0,0.0
-89.0,-55.0,0.0
-89.0,-53.0,0.0
-89.0,-51.0,0.0
-89.0,-49.0,0.0
-89.0,-47.0,0.0
-89.0,-45.0,0.0
-89.0,-43.0,0.0
-89.0,-41.0,0.0
-89.0,-39.0,0.0
-89.0,-37.0,0.0
-89.0,-35.0,0.0
-89.0,-33.0,0.0
-89.0,-31.0,0.0
-89.0,-29.0,0.0
-89.0,-27.0,0.0
-89.0,-25.0,0.0
-89.0,-23.0,0.0
-89.0,-21.0,0.0
-89.0,-19.0,0.0
-89.0,-17.0,0.0
-89.0,-15.0,0.0
-89.0,-13.0,0.0
-89.0,-11.0,0.0
-89.0,-9.0,0.0
-89.0,-7.0,0.0
-89.0,-5.0,0.0
-89.0,-3.0,0.0
-89.0,-1.0,0.0
-89.0,1.0,0.0
-89.0,3.0,0.0
-89.0,5.0,0.0
-89.0,7.0,0.0
-89.0,9.0,0.0
-89.0,11.0,0.0
-89.0,13.0,0.0
-89.0,15.0,0.0
-89.0,17.0,0.0
-89.0,19.0,0.0
-89.0,21.0,0.0
-89.0,23.0,0.0
-89.0,25.0,0.0
-89.0,27.0,0.0
-89.0,29.0,0.0
-89.0,31.0,0.0
-89.0,33.0,0.0
-89.0,35.0,0.0
-89.0,37.0,0.0
-89.0,39.0,0.0
-89.0,41.0,0.0
-89.0,43.0,0.0
-89.0,45.0,0.0
-89.0,47.0,0.0
-89.0,49.0,0.0
-89.0,51.0,0.0
-89.0,53.0,0.0
-89.0,55.0,0.0
-89.0,57.0,0.0
-89.0,59.0,0.0
-89.0,61.0,0.0
-89.0,63.0,0.0
-89.0,65.0,0.0
-89.0,67.0,0.0
-89.0,69.0,0.0
-89.0,71.0,0.0
-89.0,73.0,0.0
-89.0,75.0,0.0
-89.0,77.0,0.0
-89.0,79.0,0.0
-89.0,81.0,0.0
-89.0,83.0,0.0
-89.0,85.0,0.0
-89.0,87.0,0.0
-89.0,89.0,0.0
-89.0,91.0,0.0
-89.0,93.0,0.0
-89.0,95.0,0.0
-89.0,97.0,0.0
-89.0,99.0,0.0
-89.0,101.0,0.0
-89.0,103.0,0.0
-89.0,105.0,0.0
-89.0,107.0,0.0
-89.0,109.0,0.0
-89.0,111.0,0.0
-89.0,113.0,0.0
-89.0,115.0,0.0
-89.0,117.0,0.0
-89.0,119.0,0.0
-89.0,121.0,0.0
-89.0,123.0,0.0
-89.0,125.0,0.0
-89.0,127.0,0.0
-89.0,129.0,0.0
-89.0,131.0,0.0
-89.0,133.0,0.0
-89.0,135.0,0.0
-89.0,137.0,0.0
-89.0,139.0,0.0
-89.0,141.0,0.0
-89.0,143.0,0.0
-89.0,145.0,0.0
-89.0,147.0,0.0
-89.0,149.0,0.0
-89.0,151.0,0.0
-89.0,153.0,0.0
-89.0,155.0,0.0
-89.0,157.0,0.0
-89.0,159.0,0.0
-89.0,161.0,0.0
-89.0,163.0,0.0
-89.0,165.0,0.0
-89.0,167.0,0.0
-89.0,169.0,0.0
-89.0,171.0,0.0
-89.0,173.0,0.0
-89.0,175.0,0.0
-89.0,177.0,0.0
-89.0,179.0,0.0
-87.0,-179.0,0.0
-87.0,-177.0,0.0
-87.0,-175.0,0.0
-87.0,-173.0,0.0
-87.0,-171.0,0.0
-87.0,-169.0,0.0
-87.0,-167.0,0.0
-87.0,-165.0,0.0
-87.0,-163.0,0.0
-87.0,-161.0,0.0
-87.0,-159.0,0.0
-87.0,-157.0,0.0
-87.0,-155.0,0.0
-87.0,-153.0,0.0
-87.0,-151.0,0.0
-87.0,-149.0,0.0
-87.0,-147.0,0.0
-87.0,-145.0,0.0
-87.0,-143.0,0.0
-87.0,-141.0,0.0
-87.0,-139.0,0.0
-87.0,-137.0,0.0
-87.0,-135.0,0.0
-87.0,-133.0,0.0
-87.0,-131.0,0.0
-87.0,-129.0,0.0
-87.0,-127.0,0.0
-87.0,-125.0,0.0
-87.0,-123.0,0.0
-87.0,-121.0,0.0
-87.0,-119.0,0.0
-87.0,-117.0,0.0
-87.0,-115.0,0.0
-87.0,-113.0,0.0
-87.0,-111.0,0.0
-87.0,-109.0,0.0
-87.0,-107.0,0.0
-87.0,-105.0,0.0
-87.0,-103.0,0.0
-87.0,-101.0,0.0
-87.0,-99.0,0.0
-87.0,-97.0,0.0
-87.0,-95.0,0.0
-87.0,-93.0,0.0
-87.0,-91.0,0.0
-87.0,-89.0,0.0
-87.0,-87.0,0.0
-87.0,-85.0,0.0
-87.0,-83.0,0.0
-87.0,-81.0,0.0
-87.0,-79.0,0.0
-87.0,-77.0,0.0
-87.0,-75.0,0.0
-87.0,-73.0,0.0
-87.0,-71.0,0.0
-87.0,-69.0,0.0
-87.0,-67.0,0.0
-87.0,-65.0,0.0
-87.0,-63.0,0.0
-87.0,-61.0,0.0
-87.0,-59.0,0.0
-87.0,-57.0,0.0
-87.0,-55.0,0.0
-87.0,-53.0,0.0
-87.0,-51.0,0.0
-87.0,-49.0,0.0
-87.0,-47.0,0.0
-87.0,-45.0,0.0
-87.0,-43.0,0.0
-87.0,-41.0,0.0
-87.0,-39.0,0.0
-87.0,-37.0,0.0
-87.0,-35.0,0.0
-87.0,-33.0,0.0
-87.0,-31.0,0.0
-87.0,-29.0,0.0
-87.0,-27.0,0.0
-87.0,-25.0,0.0
-87.0,-23.0,0.0
-87.0,-21.0,0.0
-87.0,-19.0,0.0
-87.0,-17.0,0.0
-87.0,-15.0,0.0
-87.0,-13.0,0.0
-87.0,-11.0,0.0
-87.0,-9.0,0.0
-87.0,-7.0,0.0
-87.0,-5.0,0.0
-87.0,-3.0,0.0
-87.0,-1.0,0.0
-87.0,1.0,0.0
-87.0,3.0,0.0
-87.0,5.0,0.0
-87.0,7.0,0.0
-87.0,9.0,0.0
-87.0,11.0,0.0
-87.0,13.0,0.0
-87.0,15.0,0.0
-87.0,17.0,0.0
-87.0,19.0,0.0
-87.0,21.0,0.0
-87.0,23.0,0.0
-87.0,25.0,0.0
-87.0,27.0,0.0
-87.0,29.0,0.0
-87.0,31.0,0.0
-87.0,33.0,0.0
-87.0,35.0,0.0
-87.0,37.0,0.0
-87.0,39.0,0.0
-87.0,41.0,0.0
-87.0,43.0,0.0
-87.0,45.0,0.0
-87.0,47.0,0.0
-87.0,49.0,0.0
-87.0,51.0,0.0
-87.0,53.0,0.0
-87.0,55.0,0.0
-87.0,57.0,0.0
-87.0,59.0,0.0
-87.0,61.0,0.0
-87.0,63.0,0.0
-87.0,65.0,0.0
-87.0,67.0,0.0
-87.0,69.0,0.0
-87.0,71.0,0.0
-87.0,73.0,0.0
-87.0,75.0,0.0
-87.0,77.0,0.0
-87.0,79.0,0.0
-87.0,81.0,0.0
-87.0,83.0,0.0
-87.0,85.0,0.0
-87.0,87.0,0.0
-87.0,89.0,0.0
-87.0,91.0,0.0
-87.0,93.0,0.0
-87.0,95.0,0.0
-87.0,97.0,0.0
-87.0,99.0,0.0
-87.0,101.0,0.0
-87.0,103.0,0.0
-87.0,105.0,0.0
-87.0,107.0,0.0
-87.0,109.0,0.0
-87.0,111.0,0.0
-87.0,113.0,0.0
-87.0,115.0,0.0
-87.0,117.0,0.0
-87.0,119.0,0.0
-87.0,121.0,0.0
-87.0,123.0,0.0
-87.0,125.0,0.0
-87.0,127.0,0.0
-87.0,129.0,0.0
-87.0,131.0,0.0
-87.0,133.0,0.0
-87.0,135.0,0.0
-87.0,137.0,0.0
-87.0,139.0,0.0
-87.0,141.0,0.0
-87.0,143.0,0.0
-87.0,145.0,0.0
-87.0,147.0,0.0
-87.0,149.0,0.0
-87.0,151.0,0.0
-87.0,153.0,0.0
-87.0,155.0,0.0
-87.0,157.0,0.0
-87.0,159.0,0.0
-87.0,161.0,0.0
-87.0,163.0,0.0
-87.0,165.0,0.0
-87.0,167.0,0.0
-87.0,169.0,0.0
-87.0,171.0,0.0
-87.0,173.0,0.0
-87.0,175.0,0.0
-87.0,177.0,0.0
-87.0,179.0,0.0
-85.0,-179.0,0.0
-85.0,-177.0,0.0
-85.0,-175.0,0.0
-85.0,-173.0,0.0
-85.0,-171.0,0.0
-85.0,-169.0,0.0
-85.0,-167.0,0.0
-85.0,-165.0,0.0
-85.0,-163.0,0.0
-85.0,-161.0,0.0
-85.0,-159.0,0.0
-85.0,-157.0,0.0
-85.0,-155.0,0.0
-85.0,-153.0,0.0
-85.0,-151.0,0.0
-85.0,-149.0,0.0
-85.0,-147.0,0.0
-85.0,-145.0,0.0
-85.0,-143.0,0.0
-85.0,-141.0,0.0
-85.0,-139.0,0.0
-85.0,-137.0,0.0
-85.0,-135.0,0.0
-85.0,-133.0,0.0
-85.0,-131.0,0.0
-85.0,-129.0,0.0
-85.0,-127.0,0.0
-85.0,-125.0,0.0
-85.0,-123.0,0.0
-85.0,-121.0,0.0
-85.0,-119.0,0.0
-85.0,-117.0,0.0
-85.0,-115.0,0.0
-85.0,-113.0,0.0
-85.0,-111.0,0.0
-85.0,-109.0,0.0
-85.0,-107.0,0.0
-85.0,-105.0,0.0
-85.0,-103.0,0.0
-85.0,-101.0,0.0
-85.0,-99.0,0.0
-85.0,-97.0,0.0
-85.0,-95.0,0.0
-85.0,-93.0,0.0
-85.0,-91.0,0.0
-85.0,-89.0,0.0
-85.0,-87.0,0.0
-85.0,-85.0,0.0
-85.0,-83.0,0.0
-85.0,-81.0,0.0
-85.0,-79.0,0.0
-85.0,-77.0,0.0
-85.0,-75.0,0.0
-85.0,-73.0,0.0
-85.0,-71.0,0.0
-85.0,-69.0,0.0
-85.0,-67.0,0.0
-85.0,-65.0,0.0
-85.0,-63.0,0.0
-85.0,-61.0,0.0
-85.0,-59.0,0.0
-85.0,-57.0,0.0
-85.0,-55.0,0.0
-85.0,-53.0,0.0
-85.0,-51.0,0.0
-85.0,-49.0,0.0
-85.0,-47.0,0.0
-85.0,-45.0,0.0
-85.0,-43.0,0.0
-85.0,-41.0,0.0
-85.0,-39.0,0.0
-85.0,-37.0,0.0
-85.0,-35.0,0.0
-85.0,-33.0,0.0
-85.0,-31.0,0.0
-85.0,-29.0,0.0
-85.0,-27.0,0.0
-85.0,-25.0,0.0
-85.0,-23.0,0.0
-85.0,-21.0,0.0
-85.0,-19.0,0.0
-85.0,-17.0,0.0
-85.0,-15.0,0.0
-85.0,-13.0,0.0
-85.0,-11.0,0.0
-85.0,-9.0,0.0
-85.0,-7.0,0.0
-85.0,-5.0,0.0
-85.0,-3.0,0.0
-85.0,-1.0,0.0
-85.0,1.0,0.0
-85.0,3.0,0.0
-85.0,5.0,0.0
-85.0,7.0,0.0
-85.0,9.0,0.0
-85.0,11.0,0.0
-85.0,13.0,0.0
-85.0,15.0,0.0
-85.0,17.0,0.0
-85.0,19.0,0.0
-85.0,21.0,0.0
-85.0,23.0,0.0
-85.0,25.0,0.0
-85.0,27.0,0.0
-85.0,29.0,0.0
-85.0,31.0,0.0
-85.0,33.0,0.0
-85.0,35.0,0.0
-85.0,37.0,0.0
-85.0,39.0,0.0
-85.0,41.0,0.0
-85.0,43.0,0.0
-85.0,45.0,0.0
-85.0,47.0,0.0
-85.0,49.0,0.0
-85.0,51.0,0.0
-85.0,53.0,0.0
-85.0,55.0,0.0
-85.0,57.0,0.0
-85.0,59.0,0.0
-85.0,61.0,0.0
-85.0,63.0,0.0
-85.0,65.0,0.0
-85.0,67.0,0.0
-85.0,69.0,0.0
-85.0,71.0,0.0
-85.0,73.0,0.0
-85.0,75.0,0.0
-85.0,77.0,0.0
-85.0,79.0,0.0
-85.0,81.0,0.0
-85.0,83.0,0.0
-85.0,85.0,0.0
-85.0,87.0,0.0
-85.0,89.0,0.0
-85.0,91.0,0.0
-85.0,93.0,0.0
-85.0,95.0,0.0
-85.0,97.0,0.0
-85.0,99.0,0.0
-85.0,101.0,0.0
-85.0,103.0,0.0
-85.0,105.0,0.0
-85.0,107.0,0.0
-85.0,109.0,0.0
-85.0,111.0,0.0
-85.0,113.0,0.0
-85.0,115.0,0.0
-85.0,117.0,0.0
-85.0,119.0,0.0
-85.0,121.0,0.0
-85.0,123.0,0.0
-85.0,125.0,0.0
-85.0,127.0,0.0
-85.0,129.0,0.0
-85.0,131.0,0.0
-85.0,133.0,0.0
-85.0,135.0,0.0
-85.0,137.0,0.0
-85.0,139.0,0.0
-85.0,141.0,0.0
-85.0,143.0,0.0
-85.0,145.0,0.0
-85.0,147.0,0.0
-85.0,149.0,0.0
-85.0,151.0,0.0
-85.0,153.0,0.0
-85.0,155.0,0.0
-85.0,157.0,0.0
-85.0,159.0,0.0
-85.0,161.0,0.0
-85.0,163.0,0.0
-85.0,165.0,0.0
-85.0,167.0,0.0
-85.0,169.0,0.0
-85.0,171.0,0.0
-85.0,173.0,0.0
-85.0,175.0,0.0
-85.0,177.0,0.0
-85.0,179.0,0.0
-83.0,-179.0,0.0
-83.0,-177.0,0.0
-83.0,-175.0,0.0
-83.0,-173.0,0.0
-83.0,-171.0,0.0
-83.0,-169.0,0.0
-83.0,-167.0,0.0
-83.0,-165.0,0.0
-83.0,-163.0,0.0
-83.0,-161.0,0.0
-83.0,-159.0,0.0
-83.0,-157.0,0.0
-83.0,-155.0,0.0
-83.0,-153.0,0.0
-83.0,-151.0,0.0
-83.0,-149.0,0.0
-83.0,-147.0,0.0
-83.0,-145.0,0.0
-83.0,-143.0,0.0
-83.0,-141.0,0.0
-83.0,-139.0,0.0
-83.0,-137.0,0.0
-83.0,-135.0,0.0
-83.0,-133.0,0.0
-83.0,-131.0,0.0
-83.0,-129.0,0.0
-83.0,-127.0,0.0
-83.0,-125.0,0.0
-83.0,-123.0,0.0
-83.0,-121.0,0.0
-83.0,-119.0,0.0
-83.0,-117.0,0.0
-83.0,-115.0,0.0
-83.0,-113.0,0.0
-83.0,-111.0,0.0
-83.0,-109.0,0.0
-83.0,-107.0,0.0
-83.0,-105.0,0.0
-83.0,-103.0,0.0
-83.0,-101.0,0.0
-83.0,-99.0,0.0
-83.0,-97.0,0.0
-83.0,-95.0,0.0
-83.0,-93.0,0.0
-83.0,-91.0,0.0
-83.0,-89.0,0.002
-83.0,-87.0,0.008
-83.0,-85.0,0.026
-83.0,-83.0,0.023
-83.0,-81.0,0.045
-83.0,-79.0,0.062
-83.0,-77.0,0.064
-83.0,-75.0,0.069
-83.0,-73.0,0.067
-83.0,-71.0,0.071
-83.0,-69.0,0.067
-83.0,-67.0,0.058
-83.0,-65.0,0.057
-83.0,-63.0,0.039
-83.0,-61.0,0.009
-83.0,-59.0,0.0
-83.0,-57.0,0.0
-83.0,-55.0,0.0
-83.0,-53.0,0.0
-83.0,-51.0,0.0
-83.0,-49.0,0.0
-83.0,-47.0,0.0
-83.0,-45.0,0.0
-83.0,-43.0,0.0
-83.0,-41.0,0.0
-83.0,-39.0,0.0
-83.0,-37.0,0.0
-83.0,-35.0,0.0
-83.0,-33.0,0.0
-83.0,-31.0,0.0
-83.0,-29.0,0.0
-83.0,-27.0,0.0
-83.0,-25.0,0.0
-83.0,-23.0,0.0
-83.0,-21.0,0.0
-83.0,-19.0,0.0
-83.0,-17.0,0.0
-83.0,-15.0,0.0
-83.0,-13.0,0.0
-83.0,-11.0,0.0
-83.0,-9.0,0.0
-83.0,-7.0,0.0
-83.0,-5.0,0.0
-83.0,-3.0,0.0
-83.0,-1.0,0.0
-83.0,1.0,0.0
-83.0,3.0,0.0
-83.0,5.0,0.0
-83.0,7.0,0.0
-83.0,9.0,0.0
-83.0,11.0,0.0
-83.0,13.0,0.0
-83.0,15.0,0.0
-83.0,17.0,0.0
-83.0,19.0,0.0
-83.0,21.0,0.0
-83.0,23.0,0.0
-83.0,25.0,0.0
-83.0,27.0,0.0
-83.0,29.0,0.0
-83.0,31.0,0.0
-83.0,33.0,0.0
-83.0,35.0,0.0
-83.0,37.0,0.0
-83.0,39.0,0.0
-83.0,41.0,0.0
-83.0,43.0,0.0
-83.0,45.0,0.0
-83.0,47.0,0.0
-83.0,49.0,0.0
-83.0,51.0,0.0
-83.0,53.0,0.0
-83.0,55.0,0.0
-83.0,57.0,0.0
-83.0,59.0,0.0
-83.0,61.0,0.0
-83.0,63.0,0.0
-83.0,65.0,0.0
-83.0,67.0,0.0
-83.0,69.0,0.0
-83.0,71.0,0.0
-83.0,73.0,0.0
-83.0,75.0,0.0
-83.0,77.0,0.0
-83.0,79.0,0.0
-83.0,81.0,0.0
-83.0,83.0,0.0
-83.0,85.0,0.0
-83.0,87.0,0.0
-83.0,89.0,0.0
-83.0,91.0,0.0
-83.0,93.0,0.0
-83.0,95.0,0.0
-83.0,97.0,0.0
-83.0,99.0,0.0
-83.0,101.0,0.0
-83.0,103.0,0.0
-83.0,105.0,0.0
-83.0,107.0,0.0
-83.0,109.0,0.0
-83.0,111.0,0.0
-83.0,113.0,0.0
-83.0,115.0,0.0
-83.0,117.0,0.0
-83.0,119.0,0.0
-83.0,121.0,0.0
-83.0,123.0,0.0
-83.0,125.0,0.0
-83.0,127.0,0.0
-83.0,129.0,0.0
-83.0,131.0,0.0
-83.0,133.0,0.0
-83.0,135.0,0.0
-83.0,137.0,0.0
-83.0,139.0,0.0
-83.0,141.0,0.0
-83.0,143.0,0.0
-83.0,145.0,0.0
-83.0,147.0,0.0
-83.0,149.0,0.0
-83.0,151.0,0.0
-83.0,153.0,0.0
-83.0,155.0,0.0
-83.0,157.0,0.0
-83.0,159.0,0.0
-83.0,161.0,0.0
-83.0,163.0,0.0
-83.0,165.0,0.0
-83.0,167.0,0.0
-83.0,169.0,0.0
-83.0,171.0,0.0
-83.0,173.0,0.0
-83.0,175.0,0.0
-83.0,177.0,0.0
-83.0,179.0,0.0
-81.0,-179.0,0.0
-81.0,-177.0,0.0
-81.0,-175.0,0.0
-81.0,-173.0,0.0
-81.0,-171.0,0.0
-81.0,-169.0,0.0
-81.0,-167.0,0.0
-81.0,-165.0,0.0
-81.0,-163.0,0.0
-81.0,-161.0,0.0
-81.0,-159.0,0.0
-81.0,-157.0,0.0
-81.0,-155.0,0.0
-81.0,-153.0,0.0
-81.0,-151.0,0.0
-81.0,-149.0,0.0
-81.0,-147.0,0.0
-81.0,-145.0,0.0
-81.0,-143.0,0.0
-81.0,-141.0,0.0
-81.0,-139.0,0.0
-81.0,-137.0,0.0
-81.0,-135.0,0.0
-81.0,-133.0,0.0
-81.0,-131.0,0.0
-81.0,-129.0,0.0
-81.0,-127.0,0.0
-81.0,-125.0,0.0
-81.0,-123.0,0.0
-81.0,-121.0,0.0
-81.0,-119.0,0.0
-81.0,-117.0,0.0
-81.0,-115.0,0.0
-81.0,-113.0,0.0
-81.0,-111.0,0.0
-81.0,-109.0,0.0
-81.0,-107.0,0.0
-81.0,-105.0,0.0
-81.0,-103.0,0.0
-81.0,-101.0,0.001
-81.0,-99.0,0.007
-81.0,-97.0,0.007
-81.0,-95.0,0.063
-81.0,-93.0,0.075
-81.0,-91.0,0.08
-81.0,-89.0,0.11
-81.0,-87.0,0.111
-81.0,-85.0,0.13
-81.0,-83.0,0.125
-81.0,-81.0,0.142
-81.0,-79.0,0.139
-81.0,-77.0,0.154
-81.0,-75.0,0.159
-81.0,-73.0,0.157
-81.0,-71.0,0.145
-81.0,-69.0,0.108
-81.0,-67.0,0.067
-81.0,-65.0,0.034
-81.0,-63.0,0.007
-81.0,-61.0,0.0
-81.0,-59.0,0.0
-81.0,-57.0,0.0
-81.0,-55.0,0.0
-81.0,-53.0,0.0
-81.0,-51.0,0.0
-81.0,-49.0,0.0
-81.0,-47.0,0.0
-81.0,-45.0,0.0
-81.0,-43.0,0.0
-81.0,-41.0,0.0
-81.0,-39.0,0.0
-81.0,-37.0,0.0
-81.0,-35.0,0.0
-81.0,-33.0,0.0
-81.0,-31.0,0.0
-81.0,-29.0,0.0
-81.0,-27.0,0.0
-81.0,-25.0,0.0
-81.0,-23.0,0.0
-81.0,-21.0,0.0
-81.0,-19.0,0.0
-81.0,-17.0,0.0
-81.0,-15.0,0.0
-81.0,-13.0,0.0
-81.0,-11.0,0.0
-81.0,-9.0,0.0
-81.0,-7.0,0.0
-81.0,-5.0,0.0
-81.0,-3.0,0.0
-81.0,-1.0,0.0
-81.0,1.0,0.0
-81.0,3.0,0.0
-81.0,5.0,0.0
-81.0,7.0,0.0
-81.0,9.0,0.0
-81.0,11.0,0.0
-81.0,13.0,0.0
-81.0,15.0,0.882
-81.0,17.0,9.702
-81.0,19.0,110.439
-81.0,21.0,62.832
-81.0,23.0,101.456
-81.0,25.0,47.034
-81.0,27.0,15.721
-81.0,29.0,6.875
-81.0,31.0,0.0
-81.0,33.0,2.078
-81.0,35.0,0.0
-81.0,37.0,1.516
-81.0,39.0,0.0
-81.0,41.0,0.0
-81.0,43.0,0.0
-81.0,45.0,2.476
-81.0,47.0,19.894
-81.0,49.0,25.397
-81.0,51.0,15.685
-81.0,53.0,12.603
-81.0,55.0,28.92
-81.0,57.0,41.641
-81.0,59.0,29.87
-81.0,61.0,13.816
-81.0,63.0,9.833
-81.0,65.0,17.513
-81.0,67.0,0.0
-81.0,69.0,0.0
-81.0,71.0,0.0
-81.0,73.0,0.0
-81.0,75.0,0.0
-81.0,77.0,0.0
-81.0,79.0,9.289
-81.0,81.0,0.0
-81.0,83.0,0.0
-81.0,85.0,0.0
-81.0,87.0,0.0
-81.0,89.0,0.0
-81.0,91.0,12.97
-81.0,93.0,57.055
-81.0,95.0,64.168
-81.0,97.0,49.849
-81.0,99.0,5.726
-81.0,101.0,0.0
-81.0,103.0,0.0
-81.0,105.0,0.0
-81.0,107.0,0.0
-81.0,109.0,0.0
-81.0,111.0,0.0
-81.0,113.0,0.0
-81.0,115.0,0.0
-81.0,117.0,0.0
-81.0,119.0,0.0
-81.0,121.0,0.0
-81.0,123.0,0.0
-81.0,125.0,0.0
-81.0,127.0,0.0
-81.0,129.0,0.0
-81.0,131.0,0.0
-81.0,133.0,0.0
-81.0,135.0,0.0
-81.0,137.0,0.0
-81.0,139.0,0.0
-81.0,141.0,0.0
-81.0,143.0,0.0
-81.0,145.0,0.0
-81.0,147.0,0.0
-81.0,149.0,0.0
-81.0,151.0,0.0
-81.0,153.0,0.0
-81.0,155.0,0.0
-81.0,157.0,0.0
-81.0,159.0,0.0
-81.0,161.0,0.0
-81.0,163.0,0.0
-81.0,165.0,0.0
-81.0,167.0,0.0
-81.0,169.0,0.0
-81.0,171.0,0.0
-81.0,173.0,0.0
-81.0,175.0,0.0
-81.0,177.0,0.0
-81.0,179.0,0.0
-79.0,-179.0,0.0
-79.0,-177.0,0.0
-79.0,-175.0,0.0
-79.0,-173.0,0.0
-79.0,-171.0,0.0
-79.0,-169.0,0.0
-79.0,-167.0,0.0
-79.0,-165.0,0.0
-79.0,-163.0,0.0
-79.0,-161.0,0.0
-79.0,-159.0,0.0
-79.0,-157.0,0.0
-79.0,-155.0,0.0
-79.0,-153.0,0.0
-79.0,-151.0,0.0
-79.0,-149.0,0.0
-79.0,-147.0,0.0
-79.0,-145.0,0.0
-79.0,-143.0,0.0
-79.0,-141.0,0.0
-79.0,-139.0,0.0
-79.0,-137.0,0.0
-79.0,-135.0,0.0
-79.0,-133.0,0.0
-79.0,-131.0,0.0
-79.0,-129.0,0.0
-79.0,-127.0,0.0
-79.0,-125.0,0.0
-79.0,-123.0,0.0
-79.0,-121.0,0.0
-79.0,-119.0,0.0
-79.0,-117.0,0.0
-79.0,-115.0,0.0
-79.0,-113.0,0.0
-79.0,-111.0,0.0
-79.0,-109.0,0.01
-79.0,-107.0,0.0
-79.0,-105.0,0.043
-79.0,-103.0,0.086
-79.0,-101.0,0.083
-79.0,-99.0,0.037
-79.0,-97.0,0.073
-79.0,-95.0,0.076
-79.0,-93.0,0.096
-79.0,-91.0,0.105
-79.0,-89.0,0.113
-79.0,-87.0,0.137
-79.0,-85.0,0.15
-79.0,-83.0,0.179
-79.0,-81.0,0.139
-79.0,-79.0,0.097
-79.0,-77.0,0.1
-79.0,-75.0,0.088
-79.0,-73.0,0.033
-79.0,-71.0,0.012
-79.0,-69.0,0.0
-79.0,-67.0,0.0
-79.0,-65.0,0.0
-79.0,-63.0,0.0
-79.0,-61.0,0.0
-79.0,-59.0,0.0
-79.0,-57.0,0.0
-79.0,-55.0,0.0
-79.0,-53.0,0.0
-79.0,-51.0,0.0
-79.0,-49.0,0.0
-79.0,-47.0,0.0
-79.0,-45.0,0.0
-79.0,-43.0,0.0
-79.0,-41.0,0.0
-79.0,-39.0,0.0
-79.0,-37.0,0.0
-79.0,-35.0,0.0
-79.0,-33.0,0.0
-79.0,-31.0,0.0
-79.0,-29.0,0.0
-79.0,-27.0,0.0
-79.0,-25.0,0.0
-79.0,-23.0,0.0
-79.0,-21.0,0.0
-79.0,-19.0,0.0
-79.0,-17.0,0.0
-79.0,-15.0,0.0
-79.0,-13.0,0.0
-79.0,-11.0,0.0
-79.0,-9.0,0.0
-79.0,-7.0,0.0
-79.0,-5.0,0.0
-79.0,-3.0,0.0
-79.0,-1.0,0.0
-79.0,1.0,0.0
-79.0,3.0,0.0
-79.0,5.0,0.0
-79.0,7.0,0.0
-79.0,9.0,0.0
-79.0,11.0,209.37
-79.0,13.0,367.793
-79.0,15.0,593.88
-79.0,17.0,493.372
-79.0,19.0,210.897
-79.0,21.0,267.044
-79.0,23.0,144.65
-79.0,25.0,6.896
-79.0,27.0,16.211
-79.0,29.0,26.247
-79.0,31.0,2.108
-79.0,33.0,0.0
-79.0,35.0,0.0
-79.0,37.0,0.0
-79.0,39.0,0.0
-79.0,41.0,0.0
-79.0,43.0,0.0
-79.0,45.0,0.0
-79.0,47.0,0.0
-79.0,49.0,0.0
-79.0,51.0,3.34
-79.0,53.0,0.0
-79.0,55.0,0.0
-79.0,57.0,0.0
-79.0,59.0,3.807
-79.0,61.0,0.16
-79.0,63.0,0.0
-79.0,65.0,0.0
-79.0,67.0,0.0
-79.0,69.0,0.0
-79.0,71.0,0.0
-79.0,73.0,0.0
-79.0,75.0,0.0
-79.0,77.0,13.275
-79.0,79.0,0.0
-79.0,81.0,0.0
-79.0,83.0,0.0
-79.0,85.0,0.0
-79.0,87.0,0.0
